,state_name,state_name_normalized,city_name,city_name_normalized,place_type,population:normalized,wikidata,centroid
30913,Washington,washington,Prairie Ridge,prairie_ridge,town,12288,,POINT (-122.1487261 47.1376017)
30926,Washington,washington,Oak Harbor,oak_harbor,town,24622,Q990977,POINT (-122.643224 48.2931559)
30936,Washington,washington,Frederickson,frederickson,town,24906,Q1502544,POINT (-122.35873 47.0962112)
30948,Washington,washington,Lakewood,lakewood,city,63612,Q983791,POINT (-122.518458 47.1717649)
30949,Washington,washington,Airway Heights,airway_heights,town,10757,Q1502110,POINT (-117.593272 47.644611)
30956,Washington,washington,Sunnyside,sunnyside,town,16375,Q1044814,POINT (-120.0081898 46.3246419)
30968,Washington,washington,Shelton,shelton,town,10371,Q983986,POINT (-123.100706 47.2150945)
30971,Washington,washington,Pasco,pasco,city,77108,Q844016,POINT (-119.0921 46.2306739)
30982,Washington,washington,Moses Lake,moses_lake,town,25146,Q1065526,POINT (-119.278077 47.1301417)
30988,Washington,washington,Kenmore,kenmore,town,23914,Q588640,POINT (-122.2496367 47.7596715)
30990,Washington,washington,East Wenatchee,east_wenatchee,town,14158,Q988279,POINT (-120.293126 47.4156824)
30999,Washington,washington,Aberdeen,aberdeen,town,17013,Q233808,POINT (-123.815722 46.975371)
31008,Washington,washington,Cheney,cheney,town,13255,Q1065488,POINT (-117.579304 47.4892246)
31020,Washington,washington,Newcastle,newcastle,town,10380,Q1502408,POINT (-122.1563331 47.5395736)
31030,Washington,washington,Lake Forest Park,lake_forest_park,town,13630,Q1514977,POINT (-122.2809623 47.7567679)
31031,Washington,washington,Port Townsend,port_townsend,town,10148,Q1001828,POINT (-122.769544 48.1179702)
31057,Washington,washington,Parkland,parkland,town,38623,Q210565,POINT (-122.437031 47.155846)
31070,Washington,washington,Kennewick,kennewick,city,83921,Q844033,POINT (-119.119919 46.2087066)
31078,Washington,washington,Wenatchee,wenatchee,town,35508,Q958596,POINT (-120.310349 47.4234599)
31087,Washington,washington,Tacoma,tacoma,city,219346,Q199797,POINT (-122.438329 47.2455013)
31089,Washington,washington,Mill Creek,mill_creek,town,20926,Q1508016,POINT (-122.2210628 47.8577455)
31090,Washington,washington,Auburn,auburn,city,87256,Q661595,POINT (-122.2301808 47.3075369)
31091,Washington,washington,Woodinville,woodinville,town,13069,Q986378,POINT (-122.1588902 47.7545827)
31092,Washington,washington,Richland,richland,city,60560,Q693638,POINT (-119.275205 46.2804298)
31093,Washington,washington,Battle Ground,battle_ground,town,20743,Q810999,POINT (-122.5337433 45.7813532)
31095,Washington,washington,Renton,renton,city,106785,Q679952,POINT (-122.2034496 47.4799078)
31097,Washington,washington,Olympia,olympia,city,55605,Q42735,POINT (-122.8950075 47.0451022)
31100,Washington,washington,Yakima,yakima,city,96968,Q499203,POINT (-120.510842 46.601557)
31101,Washington,washington,Pullman,pullman,town,33543,Q983540,POINT (-117.1799363 46.7295818)
31104,Washington,washington,SeaTac,seatac,town,31454,Q985072,POINT (-122.283084 47.4449086)
31105,Washington,washington,Bremerton,bremerton,town,43505,Q695417,POINT (-122.6246836 47.5653663)
31106,Washington,washington,Cottage Lake,cottage_lake,town,22857,Q1502643,POINT (-122.078813 47.7397479)
31107,Washington,washington,Union Hill-Novelty Hill,union_hill-novelty_hill,town,22683,Q1514861,POINT (-122.027721 47.6792585)
31117,Washington,washington,Snoqualmie,snoqualmie,town,14121,Q1000951,POINT (-121.827093 47.5289527)
31119,Washington,washington,Monroe,monroe,town,19699,Q1055861,POINT (-121.971335 47.8552259)
31121,Washington,washington,Walla Walla,walla_walla,town,34060,Q222338,POINT (-118.339345 46.0667277)
31125,Washington,washington,Shoreline,shoreline,city,58608,Q983657,POINT (-122.3437497 47.7564667)
31134,Washington,washington,Post Falls,post_falls,town,38485,Q737345,POINT (-116.93864627956793 47.721318655539655)
31135,Washington,washington,Lewiston,lewiston,town,32544,Q505539,POINT (-116.99324754401303 46.393418626112634)
31137,Washington,washington,Moscow,moscow,town,22352,Q499927,POINT (-116.99994531324776 46.728785342882695)
31139,Washington,washington,Edgewood,edgewood,town,12327,Q1508050,POINT (-122.28311351740345 47.23088527958724)
31140,Washington,washington,Fife,fife,town,10999,Q1510211,POINT (-122.35162494038185 47.23310119154389)
31141,Washington,washington,Gig Harbor,gig_harbor,town,12029,Q1011748,POINT (-122.59603366226794 47.33516640682182)
31142,Washington,washington,Puyallup,puyallup,town,42973,Q179336,POINT (-122.29019081651793 47.179333158515334)
31144,Washington,washington,University Place,university_place,town,34866,Q1514808,POINT (-122.54606999943496 47.21464815767484)
31149,Washington,washington,Port Angeles,port_angeles,town,19960,Q852584,POINT (-123.46990681401988 48.1722172522596)
31150,Washington,washington,Bainbridge Island,bainbridge_island,town,24825,Q803903,POINT (-122.51523678876808 47.65361445483848)
31153,Washington,washington,Burien,burien,city,52066,Q984825,POINT (-122.3558247502688 47.47356496657652)
31156,Washington,washington,Federal Way,federal_way,city,101030,Q821112,POINT (-122.33597216086221 47.30896906673672)
31159,Washington,washington,Kenmore,kenmore,town,23914,Q588640,POINT (-122.24614694073786 47.75322831562379)
31160,Washington,washington,Kirkland,kirkland,city,92175,Q936768,POINT (-122.19814054213946 47.69961267061408)
31161,Washington,washington,Lake Forest Park,lake_forest_park,town,13630,Q1514977,POINT (-122.28772924031699 47.75928003202658)
31162,Washington,washington,Shoreline,shoreline,city,58608,Q983657,POINT (-122.3423693143509 47.756366283750666)
31164,Washington,washington,Newcastle,newcastle,town,10380,Q1502408,POINT (-122.1633432897595 47.53037139361765)
31168,Washington,washington,Redmond,redmond,city,73256,Q223718,POINT (-122.11790273253894 47.67774496454269)
31169,Washington,washington,Sammamish,sammamish,city,67455,Q988209,POINT (-122.03501318246171 47.60111402399083)
31170,Washington,washington,Tukwila,tukwila,town,21798,Q1510339,POINT (-122.27279896017143 47.47717009459668)
31171,Washington,washington,Seattle,seattle,city,737015,Q5083,POINT (-122.35127320344789 47.61958018569345)
31172,Washington,washington,Woodinville,woodinville,town,13069,Q986378,POINT (-122.14777100881555 47.75692601793963)
31175,Washington,washington,Liberty Lake,liberty_lake,town,12003,Q916956,POINT (-117.10361500441375 47.668540909100024)
31177,Washington,washington,Lacey,lacey,city,53526,Q970086,POINT (-122.79286523783331 47.04465975726045)
31184,Washington,washington,Ferndale,ferndale,town,15048,Q1502426,POINT (-122.59026665327298 48.852929886655744)
31185,Washington,washington,Bellingham,bellingham,city,91482,Q430267,POINT (-122.47051130214277 48.75363593799463)
31193,Washington,washington,Longview,longview,town,37818,Q983801,POINT (-122.96290654868947 46.14606040765257)
31195,Washington,washington,Covington,covington,town,20777,Q1074503,POINT (-122.1043477078692 47.36676517049472)
31198,Washington,washington,Spokane Valley,spokane_valley,city,102976,Q988065,POINT (-117.23474519869097 47.662329996630206)
31199,Washington,washington,Spokane,spokane,city,228989,Q187805,POINT (-117.43296751884614 47.66705076820501)
31207,Washington,washington,Kennewick,kennewick,city,83921,Q844033,POINT (-119.1750469523941 46.197264223282076)
31209,Washington,washington,West Richland,west_richland,town,16295,Q917589,POINT (-119.39965315976829 46.31136988087665)
31211,Washington,washington,Bothell,bothell,town,48161,Q303046,POINT (-122.20437677982837 47.77356938007182)
31213,Washington,washington,Edmonds,edmonds,town,42853,Q1055845,POINT (-122.35431054617052 47.813657985930114)
31214,Washington,washington,Everett,everett,city,110629,Q392599,POINT (-122.18902711574478 47.96295022027966)
31217,Washington,washington,Lynnwood,lynnwood,town,38568,Q852607,POINT (-122.30328519177947 47.82840600309064)
31219,Washington,washington,Monroe,monroe,town,17304,Q1055861,POINT (-121.98537022199734 47.85961603745137)
31220,Washington,washington,Mountlake Terrace,mountlake_terrace,town,21286,Q1507087,POINT (-122.30764201477166 47.79210412028095)
31221,Washington,washington,Snohomish,snohomish,town,10126,Q1505974,POINT (-122.09711045129981 47.92743616781967)
31223,Washington,washington,Auburn,auburn,city,87256,Q661595,POINT (-122.21013148037883 47.303749478106)
31225,Washington,washington,Bonney Lake,bonney_lake,town,22487,Q657810,POINT (-122.16999501161162 47.17916316137393)
31228,Washington,washington,DuPont,dupont,town,10151,Q128112,POINT (-122.64968070247932 47.10790995223813)
31230,Washington,washington,Lakewood,lakewood,city,63612,Q983791,POINT (-122.52986273395621 47.16266724811657)
31237,Washington,washington,Kelso,kelso,town,12720,Q868654,POINT (-122.89100062943294 46.12360125695594)
31241,Washington,washington,Shelton,shelton,town,10371,Q983986,POINT (-123.11228811936236 47.21851398818473)
31246,Washington,washington,Pullman,pullman,town,32901,Q983540,POINT (-117.16621132900902 46.733520076930645)
31269,Washington,washington,Wenatchee,wenatchee,town,35508,Q958596,POINT (-120.32919798986602 47.42561707763376)
31287,Washington,washington,Poulsbo,poulsbo,town,11975,Q1509552,POINT (-122.64068672219133 47.74175241464682)
31289,Washington,washington,East Wenatchee,east_wenatchee,town,14158,Q988279,POINT (-120.28219467606709 47.41742319170049)
31298,Washington,washington,Mount Vernon,mount_vernon,town,35219,Q866311,POINT (-122.31142897011706 48.42033838934995)
31300,Washington,washington,Bellevue,bellevue,city,151854,Q214164,POINT (-122.15506673862126 47.59533725435736)
31304,Washington,washington,Enumclaw,enumclaw,town,12543,Q1513207,POINT (-121.98979617012779 47.20173816464011)
31305,Washington,washington,Issaquah,issaquah,town,40051,Q40251,POINT (-122.0443741190239 47.541981020014276)
31306,Washington,washington,Kent,kent,city,136588,Q844008,POINT (-122.21333411024703 47.38897135250695)
31307,Washington,washington,Maple Valley,maple_valley,town,28013,Q988204,POINT (-122.03682625732925 47.36589887458681)
31308,Washington,washington,Renton,renton,city,106785,Q679952,POINT (-122.19058892344621 47.47608416049997)
31310,Washington,washington,Snoqualmie,snoqualmie,town,10670,Q1000951,POINT (-121.84411941995567 47.52846216444138)
31319,Washington,washington,Port Townsend,port_townsend,town,10148,Q1001828,POINT (-122.78279045309114 48.12362746286689)
31344,Washington,washington,Airway Heights,airway_heights,town,10757,Q1502110,POINT (-117.57916956587461 47.64592659163821)
31351,Washington,washington,Tumwater,tumwater,town,25350,Q1507493,POINT (-122.91768069365502 46.98927986669406)
31354,Washington,washington,Olympia,olympia,city,55605,Q42735,POINT (-122.89584505859354 47.041717927409344)
31393,Washington,washington,Walla Walla,walla_walla,town,34060,Q222338,POINT (-118.33603626491433 46.06713744219461)
31394,Washington,washington,Lake Stevens,lake_stevens,town,35630,Q1507935,POINT (-122.09253164936537 48.00172249919267)
31395,Washington,washington,Port Orchard,port_orchard,town,15587,Q935482,POINT (-122.66111308936584 47.51631605657922)
31396,Washington,washington,Bremerton,bremerton,town,39056,Q695417,POINT (-122.71210086555789 47.54359342266128)
31397,Washington,washington,Ellensburg,ellensburg,town,18666,Q868684,POINT (-120.54745715957424 46.99918870639534)
31398,Washington,washington,Tacoma,tacoma,city,219346,Q199797,POINT (-122.45435615003476 47.24228530206097)
31443,West Virginia,west_virginia,Fairmont,fairmont,town,18313,Q2001693,POINT (-80.1426539 39.484898)
31459,West Virginia,west_virginia,Beckley,beckley,town,16828,Q813745,POINT (-81.1881557 37.7781702)
31498,West Virginia,west_virginia,Saint Albans,saint_albans,town,11044,Q2710676,POINT (-81.836241 38.3856488)
31530,West Virginia,west_virginia,Wheeling,wheeling,town,27062,Q838112,POINT (-80.7209149 40.0639616)
31564,West Virginia,west_virginia,Weirton,weirton,town,19746,Q1873442,POINT (-80.5899788 40.4002396)
31593,West Virginia,west_virginia,South Charleston,south_charleston,town,12578,Q2056675,POINT (-81.69957 38.368429)
31607,West Virginia,west_virginia,Clarksburg,clarksburg,town,16039,Q1010199,POINT (-80.3445341 39.2806451)
31628,West Virginia,west_virginia,Charleston,charleston,city,50846,Q44564,POINT (-81.6332812 38.3505995)
31680,West Virginia,west_virginia,Huntington,huntington,town,49138,Q241808,POINT (-82.445154 38.4192496)
31690,West Virginia,west_virginia,Teays Valley,teays_valley,town,13729,Q981401,POINT (-81.9405368 38.449426)
31710,West Virginia,west_virginia,Martinsburg,martinsburg,town,16392,Q1010194,POINT (-77.9639604 39.4562528)
31714,West Virginia,west_virginia,Morgantown,morgantown,town,30347,Q653636,POINT (-79.9559437 39.6296809)
31767,West Virginia,west_virginia,Parkersburg,parkersburg,town,31755,Q329485,POINT (-81.5620755 39.2667309)
31768,West Virginia,west_virginia,Vienna,vienna,town,10691,Q749045,POINT (-81.5512639 39.3208866)
31794,West Virginia,west_virginia,Marietta,marietta,town,14189,Q985482,POINT (-81.44631643570766 39.42394952577885)
31801,Wisconsin,wisconsin,Green Bay,green_bay,city,107395,Q47430,POINT (-88.0125794 44.5126379)
31802,Wisconsin,wisconsin,Janesville,janesville,city,65615,Q257536,POINT (-89.0226793 42.6829765)
31803,Wisconsin,wisconsin,Madison,madison,city,263332,Q43788,POINT (-89.3841663 43.07469)
31804,Wisconsin,wisconsin,Sun Prairie,sun_prairie,town,35967,Q1569489,POINT (-89.2128297 43.183278)
31805,Wisconsin,wisconsin,Fond du Lac,fond_du_lac,town,44678,Q985584,POINT (-88.4458033 43.7748763)
31806,Wisconsin,wisconsin,Stevens Point,stevens_point,town,25666,Q991209,POINT (-89.5844457 44.5234467)
31819,Wisconsin,wisconsin,Superior,superior,town,26751,Q984577,POINT (-92.1040796 46.7207737)
31858,Wisconsin,wisconsin,Menomonie,menomonie,town,16843,Q1003724,POINT (-91.9278716 44.8765289)
31903,Wisconsin,wisconsin,New Richmond,new_richmond,town,10350,Q1569479,POINT (-92.537502 45.1227287)
31927,Wisconsin,wisconsin,Hudson,hudson,town,11913,Q1019389,POINT (-92.7554671 44.9750953)
31932,Wisconsin,wisconsin,Chippewa Falls,chippewa_falls,town,14778,Q940349,POINT (-91.3932118 44.9371325)
31937,Wisconsin,wisconsin,Eau Claire,eau_claire,city,72331,Q122563,POINT (-91.4984941 44.811349)
31956,Wisconsin,wisconsin,Holmen,holmen,town,10111,Q2761303,POINT (-91.2563658 43.9632211)
31962,Wisconsin,wisconsin,River Falls,river_falls,town,16182,Q1569304,POINT (-92.6255048 44.8596498)
31984,Wisconsin,wisconsin,Marshfield,marshfield,town,18929,Q1569760,POINT (-90.1740313 44.6662287)
32030,Wisconsin,wisconsin,La Crosse,la_crosse,city,52680,Q936780,POINT (-91.2514355 43.8122836)
32158,Wisconsin,wisconsin,Onalaska,onalaska,town,18803,Q1569538,POINT (-91.2343539 43.8830606)
32188,Wisconsin,wisconsin,Glendale,glendale,town,12811,Q1569527,POINT (-87.9285922 43.1250236)
32191,Wisconsin,wisconsin,Grafton,grafton,town,11568,Q959651,POINT (-87.9517842 43.3195224)
32194,Wisconsin,wisconsin,De Pere,de_pere,town,25410,Q1569619,POINT (-88.0599986 44.4493584)
32196,Wisconsin,wisconsin,Shorewood,shorewood,town,13254,Q1435893,POINT (-87.8881302 43.0883957)
32217,Wisconsin,wisconsin,South Milwaukee,south_milwaukee,town,20795,Q1023550,POINT (-87.8606367 42.9105722)
32224,Wisconsin,wisconsin,Richfield,richfield,town,11128,Q1888193,POINT (-88.1939819 43.256116)
32225,Wisconsin,wisconsin,Burlington,burlington,town,10524,Q1016638,POINT (-88.276413 42.6801053)
32240,Wisconsin,wisconsin,Manitowoc,manitowoc,town,34626,Q536759,POINT (-87.6575841 44.0886059)
32248,Wisconsin,wisconsin,Menasha,menasha,town,17353,Q1570626,POINT (-88.4465361 44.2022293)
32249,Wisconsin,wisconsin,Mequon,mequon,town,25142,Q1019382,POINT (-87.9822969 43.2219088)
32276,Wisconsin,wisconsin,Cudahy,cudahy,town,18204,Q1569290,POINT (-87.861471 42.959738)
32284,Wisconsin,wisconsin,Whitewater,whitewater,town,14889,Q1570484,POINT (-88.7306517 42.8339562)
32285,Wisconsin,wisconsin,Bellevue,bellevue,town,15935,Q611161,POINT (-87.9543025 44.463888)
32287,Wisconsin,wisconsin,Menomonee Falls,menomonee_falls,town,38527,Q1787576,POINT (-88.1170784 43.1790768)
32342,Wisconsin,wisconsin,Whitefish Bay,whitefish_bay,town,14954,Q1944698,POINT (-87.906804 43.1185591)
32348,Wisconsin,wisconsin,Little Chute,little_chute,town,11619,Q3301334,POINT (-88.3184394 44.2799872)
32349,Wisconsin,wisconsin,Kaukauna,kaukauna,town,17089,Q1570157,POINT (-88.2720503 44.2780432)
32351,Wisconsin,wisconsin,Racine,racine,city,77816,Q40340,POINT (-87.7834769 42.7313756)
32356,Wisconsin,wisconsin,Plover,plover,town,13519,Q2671434,POINT (-89.544007 44.4563579)
32359,Wisconsin,wisconsin,Hartford,hartford,town,15626,Q1569368,POINT (-88.3788508 43.317744)
32372,Wisconsin,wisconsin,Wisconsin Rapids,wisconsin_rapids,town,18877,Q1003702,POINT (-89.8228767 44.3917589)
32384,Wisconsin,wisconsin,Beaver Dam,beaver_dam,town,16708,Q1570610,POINT (-88.837329 43.4577692)
32398,Wisconsin,wisconsin,Wauwatosa,wauwatosa,town,48387,Q1006865,POINT (-88.0079271 43.0494122)
32407,Wisconsin,wisconsin,Germantown,germantown,town,20917,Q8963919,POINT (-88.1103691 43.2286174)
32423,Wisconsin,wisconsin,West Bend,west_bend,town,31752,Q7984429,POINT (-88.1834277 43.4252776)
32426,Wisconsin,wisconsin,Fort Atkinson,fort_atkinson,town,11979,Q1570350,POINT (-88.8370509 42.9288944)
32445,Wisconsin,wisconsin,Oconomowoc,oconomowoc,town,18203,Q51147,POINT (-88.4992659 43.1116731)
32452,Wisconsin,wisconsin,Wausau,wausau,town,39994,Q998675,POINT (-89.6272791 44.9597858)
32475,Wisconsin,wisconsin,Monroe,monroe,town,10599,Q1006179,POINT (-89.6392396 42.6018298)
32476,Wisconsin,wisconsin,Waukesha,waukesha,city,71461,Q94919,POINT (-88.2316352 43.0115598)
32481,Wisconsin,wisconsin,Portage,portage,town,10327,Q260619,POINT (-89.461334 43.539494)
32492,Wisconsin,wisconsin,Watertown,watertown,town,22926,Q1207479,POINT (-88.7241822 43.194335)
32495,Wisconsin,wisconsin,Kenosha,kenosha,city,99986,Q462161,POINT (-87.8212263 42.5846773)
32496,Wisconsin,wisconsin,Stoughton,stoughton,town,12611,Q1570402,POINT (-89.2178997 42.9167389)
32502,Wisconsin,wisconsin,Suamico,suamico,town,12820,Q2221968,POINT (-88.039342 44.632044)
32512,Wisconsin,wisconsin,Baraboo,baraboo,town,12556,Q1023544,POINT (-89.7437844 43.4704014)
32517,Wisconsin,wisconsin,Caledonia,caledonia,town,25361,Q3345863,POINT (-87.8043925 42.7870581)
32538,Wisconsin,wisconsin,New Berlin,new_berlin,town,40451,Q1005623,POINT (-88.1084968 42.9762181)
32547,Wisconsin,wisconsin,Howard,howard,town,19950,Q2671497,POINT (-88.0880213 44.5433912)
32551,Wisconsin,wisconsin,Brookfield,brookfield,town,41464,Q929024,POINT (-88.1260678 43.0615578)
32555,Wisconsin,wisconsin,Greenfield,greenfield,town,37803,Q182877,POINT (-87.98132 42.9596903)
32556,Wisconsin,wisconsin,Marinette,marinette,town,11119,Q1013700,POINT (-87.6307265 45.0999594)
32559,Wisconsin,wisconsin,Port Washington,port_washington,town,11039,Q1016131,POINT (-87.8692845 43.3885538)
32582,Wisconsin,wisconsin,DeForest,deforest,town,10989,Q2335698,POINT (-89.3437277 43.2477691)
